@id,determinand.label,determinand.definition,determinand.notation,determinand.unit.label,result,codedResultInterpretation.interpretation,resultQualifier.notation,sample.sampleDateTime,sample.samplingPoint,sample.samplingPoint.label,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,stationReference,station,lat,long,gridReference,northing,easting,river,Waterbody ID,Distance,River basin district,Management catchment,Operational catchment,water body,Water body type,Easting,Northing,Ngr
http://environment.data.gov.uk/water-quality/data/measurement/SW-3290697-0061,pH,pH,61,phunits,7.69,,,2016-08-24T10:09:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3290697-9901,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,%,59.3,,,2016-08-24T10:09:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0180,Orthophospht,"Orthophosphate, reactive as P",180,mg/l,0.182,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0118,Nitrite-N,Nitrite as N,118,mg/l,0.0144,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0116,N Oxidised,"Nitrogen, Total Oxidised as N",116,mg/l,0.98,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0117,Nitrate-N,Nitrate as N,117,mg/l,0.966,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0076,Temp Water,Temperature of Water,76,cel,15.4,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0119,NH3 un-ion,Ammonia un-ionised as N,119,mg/l,0.00108,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0111,Ammonia(N),Ammoniacal Nitrogen as N,111,mg/l,0.061,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0162,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,162,mg/l,224.0,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0077,Cond @ 25C,Conductivity at 25 C,77,us/cm,964.0,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-0061,pH,pH,61,phunits,7.81,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-9924,Oxygen Diss,"Oxygen, Dissolved as O2",9924,mg/l,7.09,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3293791-9901,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,%,71.1,,,2016-09-21T13:01:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,HORTHAM BK AT WEBBS WOOD,362657,181724,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60020005,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60020005,51.533173,-2.539748,None,181724,362657,None,GB109053027570,1594.0,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Bradley Bk - conf Stoke Bk to conf R Brist Frome,River,363801,180614,ST6380180614
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-9161,Beach Users,Number of beach users,9161,no.,2.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-8046,Bathers 100m,Bathers per 100 m,8046,no.,1.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-4823,BWP - Ma,Bathing Water Profile : Macroalgae,4823,garber c,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-4827,BWP - A.F.,Bathing Water Profile : Animal Faeces,4827,garber c,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-3724,Beach Sign,Beach signage confirmation,3724,coded,1.0,Sign present with correct information,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-4826,BWP - O.L.,Bathing Water Profile : Other Litter,4826,garber c,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-4824,BWP - A.B.,Bathing Water Profile : Algal Bloom,4824,garber c,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-9156,SewageDebris,Sewage debris,9156,garber c,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-9691,TarryResidus,Tarry residues,9691,pres/nf,0.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-2348,E.coli C-MF,Escherichia coli : Confirmed : MF,2348,no/100ml,173.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-3723,IE Conf,Enterococci: Intestinal: Confirmed: MF,3723,cfu/0.1l,27.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3284960-3722,IE Pres,Enterococci: Intestinal: Presumptive: MF,3722,cfu/0.1l,36.0,,,2016-07-04T14:18:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3286096-9161,Beach Users,Number of beach users,9161,no.,2.0,,,2016-07-13T13:50:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3286096-3724,Beach Sign,Beach signage confirmation,3724,coded,1.0,Sign present with correct information,,2016-07-13T13:50:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3286096-8046,Bathers 100m,Bathers per 100 m,8046,no.,1.0,,,2016-07-13T13:50:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
http://environment.data.gov.uk/water-quality/data/measurement/SW-3286096-4823,BWP - Ma,Bathing Water Profile : Macroalgae,4823,garber c,0.0,,,2016-07-13T13:50:00,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,HENLEAZE LAKE,358047,177472,POND / LAKE / RESERVOIR WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),SW-60110129,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-60110129,51.494619,-2.605697,None,177472,358047,None,GB109053027530,2108.362871993339,Severn,Avon Bristol and North Somerset Streams,Bristol Avon Urban,Trym - source to conf R Avon (Brist),River,356310,178667,ST5631078667
